ihbar,olay_turu,oncelik,birim,ilce,mahalle,lat,lon,ihbar_metni
"Bahçelievler Yenibosna Mahallesi Cumhuriyet Caddesi Mimar Sinan Sokak yakınlarında'de şiddetli sarsıntı hissedildi, panik yaşanıyor. Durum tespiti için ekip isteniyor.",Deprem,Yüksek,İtfaiye,Bahçelievler,Yenibosna,40.992213,28.868811,
"Ümraniye Kazım Karabekir Mahallesi Barbaros Bulvarı 5. Sokak yakınlarında civarında deprem sonrası hasar tespit edildi, çatlaklar oluşmuş durumda.",Deprem,Yüksek,İtfaiye,Ümraniye,Kazım Karabekir,40.999407,29.117476,
Sancaktepe Osmangazi Mahallesi Taksim Meydanı Atatürk Sokak yakınlarında'de deprem nedeniyle yol çökmesi meydana geldi. Trafik akışı durdu.,Deprem,Yüksek,İtfaiye,Sancaktepe,Osmangazi,41.003846,29.232035,
Kağıthane Gültepe Mahallesi Kartal Caddesi Atatürk Sokak yakınlarında civarında orman yangını yerleşim yerlerine yaklaşıyor. Tahliye başlatılmalı.,Orman Yangını,Kritik,İtfaiye,Kağıthane,Gültepe,41.08687,28.981874,
Sancaktepe Emek Mahallesi Mecidiyeköy Yolu Gül Sokak yakınlarında bölgesinde deprem sonrası enkaz altında mahsur kalan vatandaşlar var. Acil müdahale gerekiyor.,Deprem,Kritik,AFAD,Sancaktepe,Emek,40.985201,29.237183,
Tuzla Postane Mahallesi Barbaros Bulvarı 1. Sokak yakınlarında'de metro tünelinde yangın çıktı. Tahliye başlatıldı.,Metro/Tünel Kazası,Kritik,İtfaiye,Tuzla,Postane,40.804769,29.289273,
"Esenyurt İnönü Mahallesi Millet Caddesi 4. Sokak yakınlarında civarında kar fırtınası sürüyor, elektrik direkleri devrildi.",Kar Fırtınası,Orta,AFAD,Esenyurt,İnönü,41.014202,28.679345,
Büyükçekmece Pınartepe Mahallesi Vatan Caddesi Yıldız Sokak yakınlarında bölgesinde elektrik trafosu arızalandı. Geniş çaplı kesinti var.,Altyapı Arızası,Kritik,Yol Bakım ve Altyapı,Büyükçekmece,Pınartepe,41.012653,28.577052,
Sultangazi Cebeci Mahallesi Halaskargazi Caddesi 1. Sokak yakınlarında sokağında doğalgaz borusu patladı. Bölge tahliye edilmeli.,Gaz Kaçağı,Kritik,İGDAŞ,Sultangazi,Cebeci,41.083614,28.866934,
Kağıthane Ortabayır Mahallesi Millet Caddesi Karanfil Sokak yakınlarında'de deprem nedeniyle bina çökmesi meydana geldi. Kurtarma ekipleri talep ediliyor.,Deprem,Kritik,İtfaiye,Kağıthane,Ortabayır,41.084543,28.979821,
Beylikdüzü Adnan Kahveci Mahallesi Bağdat Caddesi Mimar Sinan Sokak yakınlarında'de otobüs kazası yaşandı. Ambulans ve itfaiye acil gerekli.,Trafik Kazası,Kritik,İtfaiye,Beylikdüzü,Adnan Kahveci,41.011332,28.623537,
Adalar Burgazada Mahallesi Sahil Yolu Orkide Sokak yakınlarında'de çalılık alanda yangın başladı. Rüzgar nedeniyle tehlike büyüyor.,Orman Yangını,Orta,Orman Bölge Müdürlüğü,Adalar,Burgazada,40.895077,29.087008,
Kadıköy Erenköy Mahallesi Kadıköy Caddesi Yunus Emre Sokak yakınlarında'de trafik kazası sonrası yakıt sızıntısı var. Yangın riski mevcut.,Trafik Kazası,Kritik,Sağlık Ekipleri,Kadıköy,Erenköy,40.993901,29.046123,
"Esenyurt Saadetdere Mahallesi Halaskargazi Caddesi Papatya Sokak yakınlarında civarında deprem sonrası hasar tespit edildi, çatlaklar oluşmuş durumda.",Deprem,Kritik,AFAD,Esenyurt,Saadetdere,41.018194,28.698809,
"Başakşehir İkitelli Mahallesi Beşiktaş Caddesi 5. Sokak yakınlarında'de kanalizasyon tıkandı, kötü koku yayılıyor. Acil temizlik gerekli.",Altyapı Arızası,Orta,Yol Bakım ve Altyapı,Başakşehir,İkitelli,41.1108,28.819157,
Adalar Kınalıada Mahallesi Barbaros Bulvarı Mimar Sinan Sokak yakınlarında caddesinde aydınlatma direkleri devrildi. Tehlike arz ediyor.,Altyapı Arızası,Kritik,İGDAŞ,Adalar,Kınalıada,40.875983,29.103655,
Eyüpsultan Yeşilpınar Mahallesi Kadıköy Caddesi Papatya Sokak yakınlarında'de heyelan sonrası araçlar toprak altında kaldı. Kurtarma ekibi şart.,Heyelan,Kritik,Yol Bakım ve Altyapı,Eyüpsultan,Yeşilpınar,41.053051,28.917824,
"Ümraniye Armağanevler Mahallesi Vatan Caddesi Menekşe Sokak yakınlarında'de sel suları yükseliyor, bodrum katlar su altında. Acil pompa desteği isteniyor.",Sel Baskını,Kritik,İSKİ,Ümraniye,Armağanevler,41.02711,29.118376,
Başakşehir Altınşehir Mahallesi Atatürk Caddesi Papatya Sokak yakınlarında mahallesinde deprem sonrası gaz kaçağı şüphesi var. Acil müdahale lazım.,Deprem,Kritik,AFAD,Başakşehir,Altınşehir,41.094983,28.793589,
Kartal Hürriyet Mahallesi Cumhuriyet Caddesi Çiçek Sokak yakınlarında'de çalılık alanda yangın başladı. Rüzgar nedeniyle tehlike büyüyor.,Orman Yangını,Kritik,Orman Bölge Müdürlüğü,Kartal,Hürriyet,40.899226,29.185164,
Sultangazi Cebeci Mahallesi Kartal Caddesi Lale Sokak yakınlarında'de yoğun yağış nedeniyle sel baskını yaşanıyor. Alt geçitler su altında kaldı.,Sel Baskını,Orta,AFAD,Sultangazi,Cebeci,41.106342,28.874547,
Ataşehir Barbaros Mahallesi Taksim Meydanı 2. Sokak yakınlarında metro istasyonunda teknik arıza nedeniyle yolcular mahsur kaldı.,Metro/Tünel Kazası,Kritik,AFAD,Ataşehir,Barbaros,40.989309,29.097416,
Sancaktepe Meclis Mahallesi Millet Caddesi Papatya Sokak yakınlarında caddesinde aydınlatma direkleri devrildi. Tehlike arz ediyor.,Altyapı Arızası,Yüksek,Yol Bakım ve Altyapı,Sancaktepe,Meclis,41.013009,29.222492,
Esenler Fevzi Çakmak Mahallesi Büyükdere Caddesi Menekşe Sokak yakınlarında'de ana gaz hattında sızıntı var. Trafik yönlendirilmeli.,Gaz Kaçağı,Orta,İGDAŞ,Esenler,Fevzi Çakmak,41.024136,28.894304,
"Bahçelievler Şirinevler Mahallesi Cumhuriyet Caddesi 5. Sokak yakınlarında'de kar kalınlığı artıyor, toplu taşıma durdu. Karla mücadele ekibi gerekli.",Kar Fırtınası,Yüksek,Ulaşım Daire Başkanlığı,Bahçelievler,Şirinevler,40.983859,28.844917,
"Esenyurt Fatih Mahallesi Beşiktaş Caddesi Fatih Sokak yakınlarında'de şüpheli duman yükseliyor. Yangın riski mevcut, kontrol edilmeli.",Orman Yangını,Kritik,AFAD,Esenyurt,Fatih,41.016319,28.692961,
Sultanbeyli Abdurrahman Gazi Mahallesi Bağdat Caddesi 3. Sokak yakınlarında caddesinde kanalizasyon taştı. Vatandaşlar mağdur durumda.,Sel Baskını,Yüksek,Yol Bakım ve Altyapı,Sultanbeyli,Abdurrahman Gazi,40.948471,29.250974,
"Kadıköy Göztepe Mahallesi Mecidiyeköy Yolu Çiçek Sokak yakınlarında'de şüpheli duman yükseliyor. Yangın riski mevcut, kontrol edilmeli.",Orman Yangını,Kritik,AFAD,Kadıköy,Göztepe,40.995558,29.009549,
Sarıyer Emirgan Mahallesi Vatan Caddesi Lale Sokak yakınlarında'de zincirleme trafik kazası meydana geldi. Çok sayıda yaralı var.,Trafik Kazası,Orta,Sağlık Ekipleri,Sarıyer,Emirgan,41.185481,29.047999,
Esenler Menderes Mahallesi Barbaros Bulvarı Gül Sokak yakınlarında sitesinde elektrik kontağından yangın çıktı. Tahliye ediliyor.,Bina Yangını,Orta,Sağlık Ekipleri,Esenler,Menderes,41.037347,28.894187,
Fatih Saraçhane Mahallesi Büyükdere Caddesi Atatürk Sokak yakınlarında'de yoğun yağış nedeniyle sel baskını yaşanıyor. Alt geçitler su altında kaldı.,Sel Baskını,Orta,Yol Bakım ve Altyapı,Fatih,Saraçhane,41.001931,28.943762,
Sultanbeyli Battalgazi Mahallesi Bağdat Caddesi 1. Sokak yakınlarında köprüsünde çoklu araç kazası var. Trafik felç oldu.,Trafik Kazası,Orta,Yol Bakım ve Altyapı,Sultanbeyli,Battalgazi,40.98329,29.258661,
Kağıthane Gültepe Mahallesi Mecidiyeköy Yolu Çiçek Sokak yakınlarında yakınlarında orman yangını çıktı. Alevler hızla yayılıyor.,Orman Yangını,Kritik,AFAD,Kağıthane,Gültepe,41.083985,28.968517,
Çekmeköy Taşdelen Mahallesi Taksim Meydanı Orkide Sokak yakınlarında caddesinde aydınlatma direkleri devrildi. Tehlike arz ediyor.,Altyapı Arızası,Orta,Yol Bakım ve Altyapı,Çekmeköy,Taşdelen,41.043689,29.172531,
Büyükçekmece Güzelce Mahallesi Büyükdere Caddesi 1. Sokak yakınlarında'de çalılık alanda yangın başladı. Rüzgar nedeniyle tehlike büyüyor.,Orman Yangını,Yüksek,Orman Bölge Müdürlüğü,Büyükçekmece,Güzelce,41.004602,28.598634,
Beykoz Anadolu Hisarı Mahallesi Beşiktaş Caddesi 3. Sokak yakınlarında apartmanında gaz kaçağı tespit edildi. Elektrik kesilmeli.,Gaz Kaçağı,Yüksek,İtfaiye,Beykoz,Anadolu Hisarı,41.132362,29.093502,
Adalar Burgazada Mahallesi Barbaros Bulvarı Güneş Sokak yakınlarında'de tipi nedeniyle görüş mesafesi sıfıra düştü. Sürücüler uyarılmalı.,Kar Fırtınası,Yüksek,Ulaşım Daire Başkanlığı,Adalar,Burgazada,40.886616,29.079656,
Sarıyer İstinye Mahallesi Kartal Caddesi 5. Sokak yakınlarında'de heyelan meydana geldi. Yol tamamen kapandı.,Heyelan,Yüksek,AFAD,Sarıyer,İstinye,41.18514,29.055059,
"Fatih Saraçhane Mahallesi Mecidiyeköy Yolu Fatih Sokak yakınlarında'de yol çöktü, altyapı hasarı mevcut. Tehlike oluşturdu.",Altyapı Arızası,Orta,Yol Bakım ve Altyapı,Fatih,Saraçhane,41.007722,28.936308,
Sarıyer Emirgan Mahallesi Mecidiyeköy Yolu Karanfil Sokak yakınlarında'de metro tünelinde yangın çıktı. Tahliye başlatıldı.,Metro/Tünel Kazası,Kritik,İtfaiye,Sarıyer,Emirgan,41.170456,29.066914,
Şişli Halaskargazi Mahallesi Millet Caddesi Güneş Sokak yakınlarında bölgesinde deprem sonrası enkaz altında mahsur kalan vatandaşlar var. Acil müdahale gerekiyor.,Deprem,Kritik,AFAD,Şişli,Halaskargazi,41.076695,28.994851,
Sultanbeyli Ahmet Yesevi Mahallesi Barbaros Bulvarı 4. Sokak yakınlarında caddesinde kanalizasyon taştı. Vatandaşlar mağdur durumda.,Sel Baskını,Orta,AFAD,Sultanbeyli,Ahmet Yesevi,40.95913,29.249333,
Avcılar Cihangir Mahallesi İstiklal Caddesi Mimar Sinan Sokak yakınlarında'de metro tünelinde yangın çıktı. Tahliye başlatıldı.,Metro/Tünel Kazası,Kritik,Sağlık Ekipleri,Avcılar,Cihangir,40.969836,28.738136,
Adalar Heybeliada Mahallesi Taksim Meydanı 1. Sokak yakınlarında caddesinde aydınlatma direkleri devrildi. Tehlike arz ediyor.,Altyapı Arızası,Yüksek,BEDAŞ,Adalar,Heybeliada,40.862643,29.093608,
Ataşehir Yenisahra Mahallesi Kadıköy Caddesi Fatih Sokak yakınlarında'de ana su borusu patladı. Sokak su altında kaldı.,Altyapı Arızası,Orta,İGDAŞ,Ataşehir,Yenisahra,40.994801,29.12859,
"Kadıköy Göztepe Mahallesi Barbaros Bulvarı 5. Sokak yakınlarında'de yol çöktü, altyapı hasarı mevcut. Tehlike oluşturdu.",Altyapı Arızası,Yüksek,İGDAŞ,Kadıköy,Göztepe,41.003466,29.014241,
Başakşehir Altınşehir Mahallesi Atatürk Caddesi Menekşe Sokak yakınlarında metro istasyonunda duman yayılıyor. Acil müdahale gerekli.,Metro/Tünel Kazası,Kritik,Metro İstanbul,Başakşehir,Altınşehir,41.07963,28.803611,
Arnavutköy İmrahor Mahallesi Kadıköy Caddesi Çiçek Sokak yakınlarında metro hattında elektrik kesintisi var. Vagonlar tünelde durdu.,Metro/Tünel Kazası,Kritik,AFAD,Arnavutköy,İmrahor,41.197887,28.739097,
"Başakşehir Bahçeşehir 2. Kısım Mahallesi Millet Caddesi Güneş Sokak yakınlarında civarında kar fırtınası sürüyor, elektrik direkleri devrildi.",Kar Fırtınası,Kritik,AFAD,Başakşehir,Bahçeşehir 2. Kısım,41.102476,28.792466,
"Beykoz Paşabahçe Mahallesi Halaskargazi Caddesi Güneş Sokak yakınlarında'de yol çöktü, altyapı hasarı mevcut. Tehlike oluşturdu.",Altyapı Arızası,Orta,BEDAŞ,Beykoz,Paşabahçe,41.142688,29.097715,
Esenyurt Mehterçeşme Mahallesi Büyükdere Caddesi 1. Sokak yakınlarında mahallesinde uzun süredir su kesintisi yaşanıyor. Vatandaşlar şikayetçi.,Altyapı Arızası,Yüksek,BEDAŞ,Esenyurt,Mehterçeşme,41.051538,28.690656,
Bahçelievler Zafer Mahallesi Barbaros Bulvarı 3. Sokak yakınlarında tünelinde kaza meydana geldi. Havalandırma sorunu yaşanıyor.,Trafik Kazası,Kritik,Yol Bakım ve Altyapı,Bahçelievler,Zafer,40.988881,28.860152,
Beylikdüzü Yakuplu Mahallesi Bağdat Caddesi Orkide Sokak yakınlarında bölgesinde buzlanma nedeniyle trafik kazaları yaşanıyor. Tuzlama ekibi isteniyor.,Kar Fırtınası,Kritik,Yol Bakım ve Altyapı,Beylikdüzü,Yakuplu,40.989851,28.65067,
Beyoğlu Galata Mahallesi Vatan Caddesi 5. Sokak yakınlarında bölgesinde buzlanma nedeniyle trafik kazaları yaşanıyor. Tuzlama ekibi isteniyor.,Kar Fırtınası,Kritik,AFAD,Beyoğlu,Galata,41.029409,28.990805,
Kadıköy Fikirtepe Mahallesi Mecidiyeköy Yolu Menekşe Sokak yakınlarında'de heyelan meydana geldi. Yol tamamen kapandı.,Heyelan,Kritik,Yol Bakım ve Altyapı,Kadıköy,Fikirtepe,41.001283,29.026045,
Başakşehir Altınşehir Mahallesi Beşiktaş Caddesi Güneş Sokak yakınlarında'de deprem nedeniyle bina çökmesi meydana geldi. Kurtarma ekipleri talep ediliyor.,Deprem,Kritik,AFAD,Başakşehir,Altınşehir,41.078921,28.81396,
Şişli Osmanbey Mahallesi Mecidiyeköy Yolu 2. Sokak yakınlarında'de çatı katında yangın var. Bitişik binalara sıçrama riski mevcut.,Bina Yangını,Orta,Sağlık Ekipleri,Şişli,Osmanbey,41.061573,28.987646,
"Silivri Cumhuriyet Mahallesi Halaskargazi Caddesi 1. Sokak yakınlarında'de şiddetli deprem hissedildi, binalarda hasar var. İlgili ekipler acilen yönlendirilsin.",Deprem,Kritik,Kurtarma Ekipleri,Silivri,Cumhuriyet,41.091452,28.242631,
Eyüpsultan Yeşilpınar Mahallesi İstiklal Caddesi Lale Sokak yakınlarında'de zincirleme trafik kazası meydana geldi. Çok sayıda yaralı var.,Trafik Kazası,Orta,Trafik Ekipleri,Eyüpsultan,Yeşilpınar,41.04283,28.933728,
Şişli Teşvikiye Mahallesi Vatan Caddesi 3. Sokak yakınlarında caddesinde aydınlatma direkleri devrildi. Tehlike arz ediyor.,Altyapı Arızası,Yüksek,BEDAŞ,Şişli,Teşvikiye,41.076337,28.981672,
"Büyükçekmece Tepecik Mahallesi İstiklal Caddesi Fatih Sokak yakınlarında'de yol çöktü, altyapı hasarı mevcut. Tehlike oluşturdu.",Altyapı Arızası,Yüksek,İSKİ,Büyükçekmece,Tepecik,41.001103,28.59098,
Ümraniye Çakmak Mahallesi Barbaros Bulvarı Mimar Sinan Sokak yakınlarında metro hattında elektrik kesintisi var. Vagonlar tünelde durdu.,Metro/Tünel Kazası,Kritik,Metro İstanbul,Ümraniye,Çakmak,41.021972,29.101958,
Bakırköy Osmaniye Mahallesi Kadıköy Caddesi Lale Sokak yakınlarında metro istasyonunda duman yayılıyor. Acil müdahale gerekli.,Metro/Tünel Kazası,Yüksek,AFAD,Bakırköy,Osmaniye,40.995715,28.860177,
"Başakşehir Bahçeşehir 1. Kısım Mahallesi Cumhuriyet Caddesi Yıldız Sokak yakınlarında'de kar kalınlığı artıyor, toplu taşıma durdu. Karla mücadele ekibi gerekli.",Kar Fırtınası,Kritik,Yol Bakım ve Altyapı,Başakşehir,Bahçeşehir 1. Kısım,41.092228,28.818682,
"Başakşehir İkitelli Mahallesi Beşiktaş Caddesi Mimar Sinan Sokak yakınlarında civarında deprem sonrası hasar tespit edildi, çatlaklar oluşmuş durumda.",Deprem,Kritik,İtfaiye,Başakşehir,İkitelli,41.106247,28.807806,
Arnavutköy Boğazköy Mahallesi Büyükdere Caddesi 5. Sokak yakınlarında'de yoğun yağış nedeniyle sel baskını yaşanıyor. Alt geçitler su altında kaldı.,Sel Baskını,Yüksek,İSKİ,Arnavutköy,Boğazköy,41.164259,28.750631,
Beşiktaş Bebek Mahallesi Kennedy Caddesi 5. Sokak yakınlarında mahallesinde su baskını nedeniyle elektrik kesintisi yaşanıyor.,Sel Baskını,Kritik,İtfaiye,Beşiktaş,Bebek,41.052309,29.023383,
Şile Sahilköy Mahallesi Bağdat Caddesi Yunus Emre Sokak yakınlarında apartmanında gaz patlaması sonrası yangın çıktı. Acil müdahale şart.,Bina Yangını,Yüksek,Sağlık Ekipleri,Şile,Sahilköy,41.179356,29.594331,
"Adalar Burgazada Mahallesi Kadıköy Caddesi Mimar Sinan Sokak yakınlarında'de kar kalınlığı artıyor, toplu taşıma durdu. Karla mücadele ekibi gerekli.",Kar Fırtınası,Kritik,Ulaşım Daire Başkanlığı,Adalar,Burgazada,40.875025,29.092026,
Ataşehir Küçükbakkalköy Mahallesi Atatürk Caddesi 3. Sokak yakınlarında köprüsünde çoklu araç kazası var. Trafik felç oldu.,Trafik Kazası,Kritik,Yol Bakım ve Altyapı,Ataşehir,Küçükbakkalköy,40.988408,29.123134,
"Tuzla Şifa Mahallesi Barbaros Bulvarı 4. Sokak yakınlarında'de yoğun gaz kokusu alınıyor. Patlama riski var, acil müdahale gerekli.",Gaz Kaçağı,Kritik,İGDAŞ,Tuzla,Şifa,40.815845,29.30096,
Kartal Esentepe Mahallesi Cumhuriyet Caddesi Yunus Emre Sokak yakınlarında'de iş yerinde yangın başladı. Dumandan etkilenenler var.,Bina Yangını,Kritik,İGDAŞ,Kartal,Esentepe,40.87479,29.192351,
Sultanbeyli Ahmet Yesevi Mahallesi Mecidiyeköy Yolu 5. Sokak yakınlarında bölgesinde buzlanma nedeniyle trafik kazaları yaşanıyor. Tuzlama ekibi isteniyor.,Kar Fırtınası,Orta,Ulaşım Daire Başkanlığı,Sultanbeyli,Ahmet Yesevi,40.958009,29.265344,
"Tuzla Aydıntepe Mahallesi Atatürk Caddesi 4. Sokak yakınlarında'de şiddetli sarsıntı hissedildi, panik yaşanıyor. Durum tespiti için ekip isteniyor.",Deprem,Yüksek,Sağlık Ekipleri,Tuzla,Aydıntepe,40.820846,29.318092,
Büyükçekmece Güzelce Mahallesi Kennedy Caddesi Yunus Emre Sokak yakınlarında'de yoğun yağış nedeniyle sel baskını yaşanıyor. Alt geçitler su altında kaldı.,Sel Baskını,Kritik,Yol Bakım ve Altyapı,Büyükçekmece,Güzelce,41.004877,28.581758,
Beşiktaş Dikilitaş Mahallesi Beşiktaş Caddesi Mimar Sinan Sokak yakınlarında'de şiddetli yağış sonrası heyelan riski oluştu. Bölge boşaltılmalı.,Heyelan,Kritik,Kurtarma Ekipleri,Beşiktaş,Dikilitaş,41.043604,29.006114,
Beykoz Acarlar Mahallesi İstiklal Caddesi 5. Sokak yakınlarında'de otobüs kazası yaşandı. Ambulans ve itfaiye acil gerekli.,Trafik Kazası,Yüksek,İtfaiye,Beykoz,Acarlar,41.125473,29.097244,
Bahçelievler Soğanlı Mahallesi Vatan Caddesi Çiçek Sokak yakınlarında'de tünel girişinde göçük meydana geldi. Trafik durdu.,Metro/Tünel Kazası,Kritik,İtfaiye,Bahçelievler,Soğanlı,41.002051,28.878044,
Beşiktaş Etiler Mahallesi Mecidiyeköy Yolu Mimar Sinan Sokak yakınlarında'de deprem nedeniyle bina çökmesi meydana geldi. Kurtarma ekipleri talep ediliyor.,Deprem,Yüksek,Kurtarma Ekipleri,Beşiktaş,Etiler,41.056396,29.003244,
Çekmeköy Taşdelen Mahallesi Kartal Caddesi Fatih Sokak yakınlarında bölgesinde buzlanma nedeniyle trafik kazaları yaşanıyor. Tuzlama ekibi isteniyor.,Kar Fırtınası,Kritik,AFAD,Çekmeköy,Taşdelen,41.045084,29.147437,
Çekmeköy Alemdağ Mahallesi Barbaros Bulvarı 5. Sokak yakınlarında apartmanında gaz kaçağı tespit edildi. Elektrik kesilmeli.,Gaz Kaçağı,Yüksek,İGDAŞ,Çekmeköy,Alemdağ,41.017609,29.158027,
Maltepe Cevizli Mahallesi Atatürk Caddesi Lale Sokak yakınlarında'de aşırı yağmur sonrası sokaklar göle döndü. Araçlar mahsur kaldı.,Sel Baskını,Kritik,İSKİ,Maltepe,Cevizli,40.952757,29.147812,
Esenler Fevzi Çakmak Mahallesi Atatürk Caddesi Mimar Sinan Sokak yakınlarında mahallesinde deprem sonrası gaz kaçağı şüphesi var. Acil müdahale lazım.,Deprem,Kritik,Kurtarma Ekipleri,Esenler,Fevzi Çakmak,41.063341,28.884397,
"Beykoz Kavacık Mahallesi Taksim Meydanı Orkide Sokak yakınlarında'de yol çöktü, altyapı hasarı mevcut. Tehlike oluşturdu.",Altyapı Arızası,Yüksek,Yol Bakım ve Altyapı,Beykoz,Kavacık,41.134117,29.099132,
Avcılar Gümüşpala Mahallesi Kennedy Caddesi Orkide Sokak yakınlarında'de yoğun kar yağışı nedeniyle yollar kapandı. Araçlar mahsur kaldı.,Kar Fırtınası,Kritik,Ulaşım Daire Başkanlığı,Avcılar,Gümüşpala,40.980246,28.732298,
"Çatalca Kaleiçi Mahallesi Sahil Yolu Papatya Sokak yakınlarında bölgesinde dere taştı, evlere su girdi. Acil tahliye gerekiyor.",Sel Baskını,Orta,Yol Bakım ve Altyapı,Çatalca,Kaleiçi,41.148504,28.466138,
Üsküdar Çengelköy Mahallesi Kadıköy Caddesi 2. Sokak yakınlarında yakınlarında yamaçtan kaya düşmesi var. Yol trafiğe kapatıldı.,Heyelan,Kritik,Kurtarma Ekipleri,Üsküdar,Çengelköy,41.043015,29.011732,
Bağcılar Fevzi Çakmak Mahallesi Bağdat Caddesi Mimar Sinan Sokak yakınlarında bölgesinde fabrikada büyük yangın var. Birden fazla itfaiye ekibi gerekli.,Bina Yangını,Kritik,Sağlık Ekipleri,Bağcılar,Fevzi Çakmak,41.040625,28.851804,
Sultangazi 50. Yıl Mahallesi Cumhuriyet Caddesi Papatya Sokak yakınlarında kavşağında ağır tonajlı araç devrildi. Yol trafiğe kapandı.,Trafik Kazası,Orta,İtfaiye,Sultangazi,50. Yıl,41.085096,28.848194,
"Eyüpsultan İslambey Mahallesi Taksim Meydanı Atatürk Sokak yakınlarında'de şiddetli deprem hissedildi, binalarda hasar var. İlgili ekipler acilen yönlendirilsin.",Deprem,Kritik,AFAD,Eyüpsultan,İslambey,41.064125,28.952324,
Adalar Sedefadası Mahallesi Atatürk Caddesi Karanfil Sokak yakınlarında tünelinde kaza meydana geldi. Havalandırma sorunu yaşanıyor.,Trafik Kazası,Kritik,Trafik Ekipleri,Adalar,Sedefadası,40.860192,29.091263,
Fatih Saraçhane Mahallesi Beşiktaş Caddesi 5. Sokak yakınlarında'de zincirleme trafik kazası meydana geldi. Çok sayıda yaralı var.,Trafik Kazası,Orta,Sağlık Ekipleri,Fatih,Saraçhane,41.000338,28.941391,
"Sarıyer Maslak Mahallesi Kennedy Caddesi Karanfil Sokak yakınlarında'de kanalizasyon tıkandı, kötü koku yayılıyor. Acil temizlik gerekli.",Altyapı Arızası,Yüksek,İGDAŞ,Sarıyer,Maslak,41.166137,29.054568,
Şişli Osmanbey Mahallesi Halaskargazi Caddesi Fatih Sokak yakınlarında metro istasyonunda duman yayılıyor. Acil müdahale gerekli.,Metro/Tünel Kazası,Yüksek,Sağlık Ekipleri,Şişli,Osmanbey,41.055836,28.980618,
Arnavutköy Boğazköy Mahallesi Cumhuriyet Caddesi Lale Sokak yakınlarında'de heyelan sonrası araçlar toprak altında kaldı. Kurtarma ekibi şart.,Heyelan,Kritik,Kurtarma Ekipleri,Arnavutköy,Boğazköy,41.169703,28.752383,
"Sultangazi 75. Yıl Mahallesi İstiklal Caddesi Orkide Sokak yakınlarında'de yoğun gaz kokusu alınıyor. Patlama riski var, acil müdahale gerekli.",Gaz Kaçağı,Kritik,İGDAŞ,Sultangazi,75. Yıl,41.114732,28.856088,
Fatih Balat Mahallesi Atatürk Caddesi Lale Sokak yakınlarında'de tipi nedeniyle görüş mesafesi sıfıra düştü. Sürücüler uyarılmalı.,Kar Fırtınası,Orta,AFAD,Fatih,Balat,41.01381,28.934926,
Beylikdüzü Gürpınar Mahallesi Kadıköy Caddesi Yıldız Sokak yakınlarında caddesinde kanalizasyon taştı. Vatandaşlar mağdur durumda.,Sel Baskını,Orta,İSKİ,Beylikdüzü,Gürpınar,40.995329,28.61428,
Bakırköy Kartaltepe Mahallesi Bağdat Caddesi Lale Sokak yakınlarında apartmanında gaz kaçağı tespit edildi. Elektrik kesilmeli.,Gaz Kaçağı,Orta,AFAD,Bakırköy,Kartaltepe,40.991246,28.89108,
Maltepe Cevizli Mahallesi Kartal Caddesi 5. Sokak yakınlarında bölgesinde elektrik trafosu arızalandı. Geniş çaplı kesinti var.,Altyapı Arızası,Yüksek,İSKİ,Maltepe,Cevizli,40.937008,29.136363,
Büyükçekmece Bahçelievler Mahallesi Millet Caddesi Çiçek Sokak yakınlarında'de yoğun kar yağışı nedeniyle yollar kapandı. Araçlar mahsur kaldı.,Kar Fırtınası,Kritik,Ulaşım Daire Başkanlığı,Büyükçekmece,Bahçelievler,41.00462,28.56609,
Arnavutköy Anadolu Mahallesi Sahil Yolu Çiçek Sokak yakınlarında'de aşırı yağmur sonrası sokaklar göle döndü. Araçlar mahsur kaldı.,Sel Baskını,Yüksek,Yol Bakım ve Altyapı,Arnavutköy,Anadolu,41.191196,28.722558,
Avcılar Mustafa Kemal Paşa Mahallesi Kennedy Caddesi Atatürk Sokak yakınlarında'de ana su borusu patladı. Sokak su altında kaldı.,Altyapı Arızası,Yüksek,BEDAŞ,Avcılar,Mustafa Kemal Paşa,40.960742,28.715846,
"Kağıthane Harmantepe Mahallesi Bağdat Caddesi 1. Sokak yakınlarında'de şiddetli sarsıntı hissedildi, panik yaşanıyor. Durum tespiti için ekip isteniyor.",Deprem,Kritik,AFAD,Kağıthane,Harmantepe,41.089723,28.966833,
Üsküdar Bağlarbaşı Mahallesi Mecidiyeköy Yolu 4. Sokak yakınlarında bölgesinde buzlanma nedeniyle trafik kazaları yaşanıyor. Tuzlama ekibi isteniyor.,Kar Fırtınası,Yüksek,Ulaşım Daire Başkanlığı,Üsküdar,Bağlarbaşı,41.014271,29.014152,
Silivri Selimpaşa Mahallesi Atatürk Caddesi Atatürk Sokak yakınlarında bölgesinde fabrikada büyük yangın var. Birden fazla itfaiye ekibi gerekli.,Bina Yangını,Orta,Sağlık Ekipleri,Silivri,Selimpaşa,41.082626,28.227993,
Büyükçekmece Mimarsinan Mahallesi Taksim Meydanı Yıldız Sokak yakınlarında'de heyelan sonrası araçlar toprak altında kaldı. Kurtarma ekibi şart.,Heyelan,Kritik,AFAD,Büyükçekmece,Mimarsinan,41.020871,28.572487,
